tcgplayer_id,directLow,market,low,mid
215733 (Nonfoil),,3.54,2.59,4.09
192616 (Nonfoil),0.11,0.14,0.1,0.4
192616 (Foil),1.19,1.94,1.19,1.95
175574 (Nonfoil),0.95,0.92,0.18,1.03
175574 (Foil),,2.71,2.09,2.91
5333 (Nonfoil),17.99,28.2,18.0,28.99
5333 (Foil),,,,
176855 (Foil),2.29,3.02,1.05,2.5
176855 (Nonfoil),0.78,1.01,0.16,1.4
198857 (Nonfoil),1.7,1.79,0.5,2.0
198857 (Foil),3.83,3.23,1.49,3.33
198979 (Foil),,39.2,36.39,41.2
198979 (Nonfoil),9.69,8.62,6.8,8.99
121625 (Foil),,128.0,100.79,119.95
121625 (Nonfoil),16.55,15.53,12.51,19.9
199346 (Nonfoil),0.12,0.17,0.05,0.41
199346 (Foil),0.35,0.49,0.35,0.99
199426 (Nonfoil),0.56,0.58,0.25,1.0
199426 (Foil),3.69,2.57,1.5,3.32
212218 (Nonfoil),31.24,29.26,27.72,33.41
212218 (Foil),,,,
188637 (Foil),7.36,9.21,5.9,8.81
188637 (Nonfoil),5.0,4.51,2.49,4.62
190647 (Nonfoil),41.21,40.05,33.0,46.38
190647 (Foil),,183.46,188.4,199.99
218698 (Foil),139.94,151.55,138.7,158.48
218698 (Nonfoil),,74.38,69.99,84.98
222354 (Foil),,,,
222354 (Nonfoil),,16.98,15.98,19.31
198943 (Nonfoil),0.5,0.57,0.1,0.88
198943 (Foil),0.59,1.08,0.4,1.19
198945 (Foil),,9.47,6.16,9.7
198945 (Nonfoil),3.34,2.87,1.59,3.08
215926 (Foil),4.32,4.1,3.0,4.28
215926 (Nonfoil),,1.32,0.5,1.55
188507 (Foil),,8.43,6.03,8.97
188507 (Nonfoil),4.14,3.68,2.75,4.29
59549 (Nonfoil),,6.93,5.47,7.49
59549 (Foil),,,,
5362 (Nonfoil),,7.43,4.0,8.02
5362 (Foil),,,,
188638 (Nonfoil),,,,
188638 (Foil),2.34,2.6,1.57,2.93
218277 (Nonfoil),45.84,45.7,40.0,50.54
218277 (Foil),57.23,62.05,54.0,63.45
100191 (Nonfoil),16.72,18.02,14.99,20.86
100191 (Foil),,46.45,33.84,47.68
187141 (Foil),5.74,8.03,5.73,8.49
187141 (Nonfoil),4.47,3.72,2.03,4.28
39537 (Nonfoil),,17.2,13.61,18.89
39537 (Foil),,35.97,29.79,36.0
139796 (Nonfoil),34.97,25.06,23.3,26.24
139796 (Foil),,,,
206854 (Foil),,2.37,1.5,2.72
206854 (Nonfoil),1.88,1.7,0.78,1.96
192559 (Foil),6.83,8.78,6.49,8.99
192559 (Nonfoil),6.74,5.07,4.0,6.0
5620 (Nonfoil),10.99,11.18,7.0,11.21
5620 (Foil),,,,
3541 (Nonfoil),25.0,29.66,24.75,35.23
3541 (Foil),,,,
183174 (Nonfoil),0.65,0.65,0.15,0.81
183174 (Foil),,1.48,0.99,2.08
4351 (Nonfoil),,34.5,27.0,35.28
4351 (Foil),,,,
199057 (Foil),,2.27,1.8,2.76
199057 (Nonfoil),2.0,1.4,0.45,1.74
199058 (Nonfoil),5.3,4.52,3.79,5.32
199058 (Foil),,18.03,15.75,20.13
176561 (Foil),1.91,2.39,1.78,2.74
176561 (Nonfoil),0.55,0.7,0.1,1.0
15574 (Nonfoil),6.07,11.78,3.12,10.12
15574 (Foil),23.5,33.39,23.5,30.99
6947 (Nonfoil),6.65,11.08,6.67,10.49
6947 (Foil),,,,
192694 (Foil),,1.58,0.84,1.99
192694 (Nonfoil),,,,
192876 (Foil),7.18,9.82,7.18,9.99
192876 (Nonfoil),1.79,1.83,0.95,2.29
5159 (Nonfoil),13.32,15.46,13.21,16.99
5159 (Foil),,,,
206660 (Foil),1.02,1.06,0.69,1.16
206660 (Nonfoil),0.85,0.75,0.1,0.89
206661 (Foil),,5.05,3.99,6.0
206661 (Nonfoil),3.07,2.98,1.71,3.2
188708 (Foil),8.99,9.93,7.0,10.43
188708 (Nonfoil),4.0,3.93,2.5,4.49
169146 (Nonfoil),,,,
169146 (Foil),19.99,21.56,18.64,23.05
169083 (Foil),,22.48,19.71,25.93
169083 (Nonfoil),12.8,13.02,9.0,14.01
6354 (Nonfoil),35.63,45.66,33.0,45.0
6354 (Foil),,260.72,250.0,286.23
6080 (Nonfoil),12.08,20.82,17.49,23.32
6080 (Foil),,,,
10871 (Nonfoil),17.95,12.76,9.23,13.06
10871 (Foil),,49.13,40.0,49.47
741 (Nonfoil),49.95,44.76,36.16,45.29
741 (Foil),,,,
47629 (Nonfoil),10.57,7.51,6.0,8.35
47629 (Foil),,24.34,22.18,26.18
218606 (Nonfoil),2.89,2.74,1.4,2.87
218606 (Foil),3.56,2.93,1.98,3.58
212029 (Nonfoil),1.16,1.15,0.55,1.56
212029 (Foil),1.86,1.88,0.99,2.15
98768 (Nonfoil),3.36,3.67,2.46,3.8
98768 (Foil),5.13,6.01,3.0,6.65
7357 (Nonfoil),28.0,19.28,16.99,22.24
7357 (Foil),494.2,175.02,175.99,209.38
12524 (Nonfoil),,12.54,7.5,14.2
12524 (Foil),,132.02,110.0,126.99
125496 (Nonfoil),40.97,41.78,37.09,43.72
125496 (Foil),,,,
18779 (Nonfoil),7.13,8.48,4.7,8.86
18779 (Foil),,49.0,40.12,43.99
212223 (Nonfoil),0.63,1.08,0.05,1.32
212223 (Foil),1.99,1.31,0.68,1.34
212540 (Foil),3.76,3.9,2.5,4.59
212540 (Nonfoil),2.0,1.66,0.26,1.9
145370 (Foil),,14.06,12.8,17.91
145370 (Nonfoil),3.32,3.96,2.99,6.16
215541 (Foil),1.94,2.54,0.95,2.97
215541 (Nonfoil),0.73,0.74,0.48,1.5
212133 (Foil),13.59,13.59,11.51,14.0
212133 (Nonfoil),13.1,11.66,7.95,12.22
212134 (Foil),552.8,43.3,40.0,46.74
212134 (Nonfoil),17.19,16.81,13.0,18.1
121906 (Nonfoil),12.97,11.73,8.99,11.99
121906 (Foil),,20.12,17.8,23.18
52206 (Nonfoil),31.42,34.72,28.99,39.19
52206 (Foil),87.53,107.44,81.25,99.99
188468 (Nonfoil),4.09,4.41,1.75,4.22
188468 (Foil),,7.2,6.5,7.8
167811 (Nonfoil),17.0,17.29,16.0,18.83
167811 (Foil),39.99,42.2,33.58,45.64
215741 (Foil),,6.21,5.38,7.9
215741 (Nonfoil),5.98,3.75,1.7,4.33
10741 (Nonfoil),,17.66,14.49,18.19
10741 (Foil),,52.5,59.99,62.49
58290 (Nonfoil),14.01,15.53,12.29,16.79
58290 (Foil),60.0,35.88,20.51,31.99
215355 (Nonfoil),,10.07,9.24,17.64
215355 (Foil),,21.03,13.8,23.11
215361 (Foil),,35.27,19.95,39.49
215361 (Nonfoil),12.5,11.94,10.97,18.84
91642 (Nonfoil),,4.36,3.0,6.3
91642 (Foil),,,,
179458 (Foil),,26.18,27.54,29.16
179458 (Nonfoil),22.95,21.8,19.73,23.99
128487 (Nonfoil),,5.01,3.75,6.5
128487 (Foil),,16.04,13.0,16.17
36982 (Nonfoil),,,,
36982 (Foil),14.49,16.08,12.6,16.25
206757 (Nonfoil),9.98,9.29,7.47,9.99
206757 (Foil),11.12,11.1,8.94,11.68
206758 (Foil),17.94,16.85,14.99,18.53
206758 (Nonfoil),11.23,9.46,7.93,10.82
70991 (Nonfoil),9.82,9.67,5.09,11.49
70991 (Foil),,21.78,15.75,22.0
207065 (Nonfoil),,1.48,0.54,1.98
207065 (Foil),3.99,5.47,2.95,5.69
206926 (Foil),5.69,5.15,4.0,5.99
206926 (Nonfoil),4.93,4.23,3.0,4.57
206928 (Foil),,40.71,42.0,49.99
206928 (Nonfoil),12.0,12.13,11.1,12.39
199031 (Nonfoil),1.84,2.14,1.04,2.31
199031 (Foil),3.29,3.15,2.0,3.29
114875 (Foil),9.99,14.94,7.0,13.15
114875 (Nonfoil),3.86,4.22,2.78,5.06
206830 (Foil),,4.75,3.79,6.18
206830 (Nonfoil),,1.88,1.0,2.0
9383 (Nonfoil),13.42,19.05,13.42,18.04
9383 (Foil),,61.0,74.99,79.99
149293 (Foil),,,,
149293 (Nonfoil),11.83,11.78,8.64,12.42
34785 (Nonfoil),,38.45,37.0,41.6
34785 (Foil),,80.27,61.0,72.7
71874 (Nonfoil),7.89,7.24,5.92,9.17
71874 (Foil),,,,
190836 (Foil),161.25,164.26,141.01,174.2
190836 (Nonfoil),29.31,29.02,23.01,35.0
161432 (Foil),13.94,17.19,12.99,19.3
161432 (Nonfoil),8.45,7.94,6.0,10.12
1605 (Nonfoil),4.26,21.15,12.36,16.65
1605 (Foil),,,,
212055 (Foil),2.8,2.75,1.71,3.49
212055 (Nonfoil),1.04,1.05,0.41,1.25
218939 (Foil),8.99,8.39,7.0,10.0
218939 (Nonfoil),4.99,4.52,3.09,5.47
167637 (Nonfoil),16.51,19.4,14.81,20.65
167637 (Foil),,35.43,35.43,48.99
6139 (Nonfoil),,7.1,4.99,6.79
6139 (Foil),,42.46,32.99,44.29
198909 (Nonfoil),2.25,2.1,0.9,2.04
198909 (Foil),,2.74,1.33,2.6
198982 (Nonfoil),,6.3,4.0,6.43
198982 (Foil),30.92,32.98,23.75,33.62
14853 (Nonfoil),11.0,13.82,10.18,13.35
14853 (Foil),,44.88,19.79,19.98
98597 (Nonfoil),,30.8,27.99,33.64
98597 (Foil),,33.26,40.99,44.57
139900 (Foil),,,,
139900 (Nonfoil),5.23,4.07,3.58,5.27
33265 (Nonfoil),19.97,21.09,19.18,22.17
33265 (Foil),,33.17,34.89,40.99
145411 (Foil),10.91,11.05,10.0,13.94
145411 (Nonfoil),9.72,7.8,7.01,9.0
151635 (Foil),,9.81,8.37,9.99
151635 (Nonfoil),,,,
15428 (Nonfoil),4.79,6.01,3.25,6.01
15428 (Foil),17.53,20.57,22.29,28.97
187187 (Nonfoil),3.5,3.53,2.68,3.99
187187 (Foil),4.84,7.27,4.84,7.99
35408 (Nonfoil),,4.91,3.79,5.22
35408 (Foil),5.25,5.47,4.59,6.3
192630 (Nonfoil),5.58,3.89,1.99,4.23
192630 (Foil),,5.95,5.49,6.8
120116 (Nonfoil),3.05,3.22,1.99,5.07
120116 (Foil),14.45,18.15,13.0,18.85
6481 (Nonfoil),,5.74,2.39,5.44
6481 (Foil),,22.97,19.94,21.0
10539 (Nonfoil),,20.39,15.99,19.42
10539 (Foil),,33.98,28.73,30.0
222484 (Foil),,,,
222484 (Nonfoil),,42.92,39.7,44.37
94301 (Nonfoil),,6.61,5.0,6.61
94301 (Foil),,,,
128220 (Nonfoil),39.04,38.84,34.99,40.0
128220 (Foil),49.98,45.61,49.98,54.99
218385 (Foil),,26.9,23.99,31.99
218385 (Nonfoil),19.98,21.82,19.98,27.29
212221 (Nonfoil),10.47,10.17,8.5,10.98
212221 (Foil),,,,
218843 (Foil),6.63,6.72,6.37,7.08
218843 (Nonfoil),3.25,3.57,2.5,3.99
179462 (Nonfoil),37.93,34.69,30.9,37.54
179462 (Foil),,59.39,53.99,64.0
167787 (Foil),,34.88,33.99,36.99
167787 (Nonfoil),23.74,19.6,16.99,20.0
82278 (Nonfoil),7.99,7.07,5.0,7.5
82278 (Foil),,14.31,11.46,14.89
176588 (Nonfoil),4.04,4.23,3.0,4.52
176588 (Foil),,8.14,5.51,9.66
2528 (Nonfoil),,8.59,7.31,10.45
2528 (Foil),,,,
192519 (Nonfoil),0.85,1.05,0.25,1.1
192519 (Foil),,2.31,1.43,2.35
187119 (Nonfoil),0.38,0.35,0.05,0.5
187119 (Foil),1.13,1.9,1.13,2.25
118430 (Nonfoil),15.97,15.2,14.2,16.0
118430 (Foil),,19.47,17.15,19.97
206644 (Nonfoil),1.77,1.85,1.05,2.05
206644 (Foil),2.25,2.25,1.09,2.69
206645 (Foil),4.25,4.59,3.75,5.63
206645 (Nonfoil),2.24,2.32,0.99,2.52
71086 (Nonfoil),8.87,7.68,5.95,8.52
71086 (Foil),,16.58,12.72,16.54
206847 (Nonfoil),1.39,1.38,0.4,1.49
206847 (Foil),,3.65,2.99,3.78
216047 (Nonfoil),,27.67,27.46,31.16
216047 (Foil),,,,
14722 (Nonfoil),2.65,3.25,2.97,4.84
14722 (Foil),12.39,15.94,13.0,14.28
188702 (Nonfoil),1.5,1.43,0.45,1.57
188702 (Foil),3.56,3.33,2.75,3.68
216212 (Foil),,,,
216212 (Nonfoil),11.48,11.6,8.75,12.04
188488 (Nonfoil),2.76,2.62,1.3,2.81
188488 (Foil),5.0,5.68,3.99,6.41
12680 (Nonfoil),,18.43,17.44,21.6
12680 (Foil),,47.66,49.99,58.71
94307 (Nonfoil),,7.24,5.55,8.77
94307 (Foil),,,,
206949 (Foil),4.63,3.86,3.53,4.6
206949 (Nonfoil),2.15,1.72,0.42,1.61
113263 (Foil),,,,
113263 (Nonfoil),5.0,3.73,2.59,4.9
215342 (Foil),25.86,26.67,22.66,30.0
215342 (Nonfoil),15.0,12.52,8.54,15.99
128475 (Foil),,13.33,11.95,16.47
128475 (Nonfoil),7.49,7.29,5.69,8.65
183034 (Nonfoil),0.95,0.89,0.1,1.28
183034 (Foil),2.46,2.47,1.0,2.55
13882 (Nonfoil),4.28,7.22,3.47,8.51
13882 (Foil),49.81,72.4,47.38,81.49
59562 (Nonfoil),,11.82,9.99,12.75
59562 (Foil),,,,
110836 (Nonfoil),12.37,13.66,10.0,15.29
110836 (Foil),29.91,37.18,28.95,38.23
215936 (Nonfoil),2.46,1.93,1.15,3.3
215936 (Foil),,,,
140146 (Nonfoil),19.93,17.4,14.95,18.17
140146 (Foil),,,,
192642 (Nonfoil),0.9,0.97,0.68,1.49
192642 (Foil),3.84,4.6,2.5,4.5
145283 (Foil),34.99,25.16,25.0,38.95
145283 (Nonfoil),18.95,15.77,13.99,17.11
196427 (Nonfoil),4.67,4.62,2.75,5.59
196427 (Foil),,,,
192565 (Foil),0.74,1.24,0.74,1.4
192565 (Nonfoil),0.19,0.2,0.05,0.63
192544 (Foil),9.0,11.46,8.0,12.18
192544 (Nonfoil),5.4,4.93,2.5,6.71
59812 (Nonfoil),15.47,15.89,13.75,16.59
59812 (Foil),44.9,34.21,33.33,40.58
128581 (Foil),87.14,86.54,68.6,90.75
128581 (Nonfoil),54.25,46.59,46.59,57.19
35582 (Nonfoil),9.97,7.53,4.69,8.22
35582 (Foil),,13.92,11.47,14.0
187117 (Nonfoil),16.15,13.6,12.0,15.19
187117 (Foil),28.79,25.79,16.0,25.99
96603 (Nonfoil),17.99,18.11,12.04,17.36
96603 (Foil),,25.27,22.68,30.0
120266 (Foil),54.78,59.47,41.0,57.1
120266 (Nonfoil),16.88,20.36,15.0,24.6
215354 (Foil),,5.96,4.96,7.81
215354 (Nonfoil),5.0,5.04,3.19,5.12
215357 (Foil),,22.2,17.0,29.52
215357 (Nonfoil),,7.28,5.07,11.4
14281 (Nonfoil),4.61,6.17,2.69,7.19
14281 (Foil),14.12,25.5,19.48,25.25
7821 (Nonfoil),,11.26,8.68,12.31
7821 (Foil),,36.04,60.9,64.12
12088 (Nonfoil),8.47,8.79,4.0,8.61
12088 (Foil),,29.36,21.0,28.95
215523 (Nonfoil),3.32,3.02,1.74,3.5
215523 (Foil),,2.89,1.99,4.0
215524 (Nonfoil),4.45,3.56,2.79,4.99
215524 (Foil),7.28,6.93,5.0,8.89
176429 (Nonfoil),0.24,0.24,0.08,0.49
176429 (Foil),2.72,3.27,2.02,3.48
57666 (Nonfoil),,31.3,27.0,34.44
57666 (Foil),,43.98,42.28,46.99
198749 (Foil),,1.84,0.99,2.72
198749 (Nonfoil),1.35,1.27,0.7,1.89
198818 (Nonfoil),2.95,2.98,1.99,3.72
198818 (Foil),,5.89,4.0,7.5
212241 (Foil),4.3,4.67,2.99,5.5
212241 (Nonfoil),2.46,2.01,0.64,2.0
5890 (Nonfoil),12.76,15.21,12.75,16.55
5890 (Foil),,,,
145298 (Foil),,33.32,37.22,40.49
145298 (Nonfoil),27.49,25.76,22.99,27.65
98651 (Nonfoil),7.5,7.28,5.46,7.99
98651 (Foil),14.59,13.25,9.0,11.8
14306 (Nonfoil),10.49,12.11,10.25,12.36
14306 (Foil),,30.54,25.98,31.11
207055 (Foil),0.82,0.68,0.51,1.43
207055 (Nonfoil),0.76,0.66,0.1,0.96
207059 (Nonfoil),1.83,1.83,1.21,2.2
207059 (Foil),,5.23,3.27,5.72
167821 (Foil),19.45,18.75,17.99,19.99
167821 (Nonfoil),11.99,9.43,7.5,10.1
71878 (Nonfoil),17.0,16.73,14.75,17.99
71878 (Foil),,,,
3014 (Nonfoil),,10.52,8.95,10.99
3014 (Foil),,147.96,329.95,352.48
36379 (Nonfoil),10.85,11.94,8.49,12.02
36379 (Foil),,19.58,19.17,37.93
10562 (Nonfoil),,27.48,22.99,25.57
10562 (Foil),,72.06,49.42,78.94
11112 (Nonfoil),,10.28,10.0,11.22
11112 (Foil),,38.57,36.51,38.39
161537 (Foil),,26.32,20.89,28.45
161537 (Nonfoil),22.96,18.96,18.01,20.77
18743 (Nonfoil),,20.85,18.29,22.99
18743 (Foil),,53.44,124.99,126.56
183311 (Nonfoil),2.5,1.92,0.83,2.26
183311 (Foil),5.94,4.91,3.5,5.94
198372 (Foil),,39.3,42.95,49.99
198372 (Nonfoil),14.7,15.17,14.4,16.69
198584 (Foil),,14.11,11.56,14.94
198584 (Nonfoil),9.89,10.28,8.75,11.1
135056 (Nonfoil),19.89,20.25,17.0,20.45
135056 (Foil),,40.0,26.0,36.8
215960 (Foil),,,,
215960 (Nonfoil),10.49,9.69,6.04,10.04
4386 (Nonfoil),,34.54,22.49,31.88
4386 (Foil),,,,
114839 (Nonfoil),10.49,8.69,6.15,9.55
114839 (Foil),14.83,14.26,13.5,15.08
216135 (Foil),,,,
216135 (Nonfoil),,14.17,12.89,14.7
176681 (Nonfoil),0.19,0.3,0.14,0.69
176681 (Foil),0.41,1.22,0.41,1.31
192593 (Foil),4.11,4.73,2.78,4.73
192593 (Nonfoil),1.8,1.79,0.88,2.5
192521 (Foil),15.95,15.24,8.22,15.96
192521 (Nonfoil),4.7,4.66,3.25,5.96
216249 (Foil),,,,
216249 (Nonfoil),,16.22,14.99,17.97
96362 (Nonfoil),8.17,8.62,5.75,8.98
96362 (Foil),15.32,14.46,10.92,16.14
218382 (Nonfoil),13.0,13.22,11.75,15.0
218382 (Foil),,19.83,18.81,23.35
46924 (Nonfoil),,6.85,6.27,8.99
46924 (Foil),,29.35,14.15,29.35
192589 (Foil),,16.83,15.64,18.48
192589 (Nonfoil),14.43,11.32,8.99,11.93
192693 (Foil),,7.03,5.47,6.88
192693 (Nonfoil),,,,
182958 (Foil),6.97,7.7,6.0,8.46
182958 (Nonfoil),2.7,2.47,1.06,2.71
68364 (Nonfoil),,1.38,0.5,1.84
68364 (Foil),2.47,3.04,2.0,3.44
98646 (Nonfoil),13.98,14.31,12.0,15.65
98646 (Foil),15.97,18.53,15.49,24.9
9439 (Nonfoil),62.99,68.94,60.4,68.99
9439 (Foil),286.97,288.5,251.99,283.48
199279 (Foil),,1.25,0.82,1.84
199279 (Nonfoil),0.86,0.86,0.47,1.05
199280 (Foil),12.12,10.36,9.59,13.17
199280 (Nonfoil),3.45,2.82,1.96,3.14
188632 (Nonfoil),0.43,0.5,0.1,0.93
188632 (Foil),1.34,2.12,1.3,2.37
70993 (Nonfoil),11.21,10.67,9.38,14.88
70993 (Foil),21.84,33.5,10.76,30.98
135074 (Nonfoil),9.94,8.69,7.05,8.75
135074 (Foil),13.57,14.75,11.0,16.31
219532 (Nonfoil),12.95,11.06,9.19,12.95
219532 (Foil),13.92,13.19,12.0,15.94
155783 (Foil),,28.24,28.0,31.03
155783 (Nonfoil),16.69,18.09,13.54,18.94
121182 (Nonfoil),,,,
121182 (Foil),4.15,4.11,3.5,4.67
226134 (Nonfoil),41.99,41.43,41.0,46.79
226134 (Foil),50.21,47.53,46.81,60.68
192644 (Nonfoil),2.47,2.66,1.47,2.59
192644 (Foil),7.85,8.06,6.11,9.18
215494 (Nonfoil),5.55,6.46,4.07,6.48
215494 (Foil),11.05,11.45,9.99,12.0
212022 (Nonfoil),4.49,4.15,3.0,5.49
212022 (Foil),8.22,8.44,7.45,10.64
198745 (Nonfoil),1.08,0.82,0.04,0.99
198745 (Foil),1.46,1.69,1.0,1.99
198984 (Nonfoil),9.99,5.48,1.75,5.0
198984 (Foil),17.09,30.42,17.09,43.49
215974 (Foil),,,,
215974 (Nonfoil),11.49,11.11,7.35,11.5
206627 (Foil),,1.32,0.47,1.48
206627 (Nonfoil),0.71,0.99,0.25,1.08
10520 (Nonfoil),6.71,7.73,6.18,8.24
10520 (Foil),,27.47,8.01,38.96
218938 (Foil),4.04,4.27,2.95,5.61
218938 (Nonfoil),3.64,3.56,2.5,3.99
191131 (Nonfoil),14.3,14.35,12.92,15.99
191131 (Foil),69.1,69.12,64.9,78.73
7118 (Nonfoil),,159.59,144.5,170.98
7118 (Foil),,,,
149294 (Foil),,,,
149294 (Nonfoil),15.29,14.8,12.59,14.99
176685 (Nonfoil),3.2,2.9,1.89,4.06
176685 (Foil),8.5,13.19,8.19,13.29
52208 (Nonfoil),19.99,17.96,12.95,17.92
52208 (Foil),,19.91,24.9,27.95
226866 (Foil),,1.14,0.75,1.99
226866 (Nonfoil),,0.96,0.3,1.5
218848 (Foil),8.19,8.03,6.8,9.0
218848 (Nonfoil),7.34,6.5,5.24,7.79
199035 (Nonfoil),0.85,0.84,0.15,0.99
199035 (Foil),1.35,1.15,0.75,1.8
199232 (Nonfoil),2.06,2.27,1.27,2.61
199232 (Foil),4.33,5.48,4.0,5.79
14011 (Nonfoil),14.69,19.67,11.71,17.44
14011 (Foil),,39.92,32.77,38.69
215730 (Foil),4.95,4.1,3.0,4.29
215730 (Nonfoil),,2.2,1.16,2.4
192514 (Foil),8.63,8.77,5.0,8.84
192514 (Nonfoil),3.91,3.19,2.0,4.0
9457 (Nonfoil),,12.31,10.95,13.79
9457 (Foil),,24.25,40.0,52.94
33276 (Nonfoil),4.78,5.43,4.14,5.5
33276 (Foil),14.67,17.21,15.76,17.93
192220 (Foil),,4.02,3.25,5.01
192220 (Nonfoil),0.97,0.9,0.3,1.04
192222 (Foil),17.98,17.73,16.1,19.15
192222 (Nonfoil),7.77,7.78,6.0,8.89
215484 (Nonfoil),1.25,1.29,0.74,2.0
215484 (Foil),2.46,2.54,1.5,3.67
215542 (Foil),5.42,5.94,2.94,6.24
215542 (Nonfoil),2.23,1.93,1.0,2.7
210724 (Foil),12.0,13.48,11.0,14.49
210724 (Nonfoil),3.75,3.91,3.74,5.86
129819 (Foil),11.52,11.48,10.0,11.99
129819 (Nonfoil),8.25,6.79,4.75,7.0
215619 (Foil),,4.48,3.5,5.99
215619 (Nonfoil),2.66,2.2,1.43,3.0
212191 (Nonfoil),,17.25,15.49,18.14
212191 (Foil),,,,
284 (Nonfoil),,14.43,12.41,17.45
284 (Foil),,,,
3843 (Nonfoil),41.99,31.94,49.99,79.0
3843 (Foil),,,,
139822 (Foil),,,,
139822 (Nonfoil),9.66,8.84,6.37,9.5
196486 (Foil),,,,
196486 (Nonfoil),32.97,31.95,29.27,32.99
215495 (Nonfoil),1.48,1.45,0.6,1.49
215495 (Foil),1.83,1.89,1.48,2.95
192821 (Nonfoil),3.18,2.02,0.69,2.03
192821 (Foil),,2.94,2.0,2.92
187242 (Foil),9.99,7.8,5.59,8.1
187242 (Nonfoil),2.63,2.18,1.25,2.69
82203 (Nonfoil),4.33,5.04,3.22,5.99
82203 (Foil),10.45,12.31,8.99,12.0
183060 (Foil),3.49,3.92,2.4,4.35
183060 (Nonfoil),2.04,1.7,0.79,1.79
198755 (Foil),,12.85,11.0,13.87
198755 (Nonfoil),12.0,11.34,8.75,11.99
198816 (Nonfoil),19.99,17.81,18.92,22.56
198816 (Foil),64.99,59.71,64.0,88.88
212060 (Nonfoil),2.48,1.98,1.46,2.99
212060 (Foil),2.75,3.54,2.25,3.89
176834 (Foil),0.36,1.27,0.26,2.02
176834 (Nonfoil),0.11,0.14,0.03,0.45
198973 (Foil),0.41,0.66,0.41,1.26
198973 (Nonfoil),0.22,0.23,0.13,0.5
198986 (Nonfoil),,2.39,1.25,2.62
198986 (Foil),,7.19,5.5,7.75
215319 (Foil),6.0,6.6,5.94,8.06
215319 (Nonfoil),0.69,0.68,0.49,1.31
215620 (Foil),,37.45,35.98,46.88
215620 (Nonfoil),,15.45,12.79,17.69
188509 (Nonfoil),1.92,1.66,0.33,1.95
188509 (Foil),,3.49,2.94,4.75
199255 (Nonfoil),0.2,0.24,0.05,0.49
199255 (Foil),0.44,0.71,0.29,1.05
199258 (Foil),6.35,10.3,6.35,10.25
199258 (Nonfoil),2.18,2.19,1.0,3.0
118415 (Nonfoil),15.49,12.39,10.24,13.95
118415 (Foil),,17.77,14.18,19.47
190867 (Foil),7.8,7.37,6.77,9.59
190867 (Nonfoil),1.79,1.71,0.75,1.82
218846 (Nonfoil),4.01,3.63,2.89,4.94
218846 (Foil),5.25,5.34,4.01,6.29
6889 (Nonfoil),,11.95,9.5,13.16
6889 (Foil),,,,
5849 (Nonfoil),5.0,6.49,3.25,7.08
5849 (Foil),,,,
3528 (Nonfoil),43.03,47.26,46.81,66.18
3528 (Foil),,,,
121626 (Foil),,22.96,21.83,25.11
121626 (Nonfoil),11.91,15.25,10.95,14.69
67318 (Nonfoil),15.19,13.76,10.48,13.68
67318 (Foil),31.99,29.01,31.99,34.5
188414 (Nonfoil),5.99,4.81,2.91,5.0
188414 (Foil),8.89,11.35,8.89,13.46
219546 (Nonfoil),17.97,16.05,14.5,18.76
219546 (Foil),21.82,22.16,20.54,25.0
199245 (Foil),,7.93,7.58,8.68
199245 (Nonfoil),2.35,2.2,0.83,2.2
145482 (Nonfoil),13.7,10.46,9.29,12.5
145482 (Foil),,13.15,15.99,23.74
18687 (Nonfoil),3.2,3.68,2.26,4.25
18687 (Foil),,20.88,20.99,20.99
59784 (Nonfoil),,2.91,2.48,3.99
59784 (Foil),,10.07,3.65,6.94
175192 (Nonfoil),2.55,1.6,0.75,2.21
175192 (Foil),4.05,4.06,2.95,4.06
211995 (Nonfoil),2.83,2.31,1.54,4.0
211995 (Foil),11.89,11.85,9.78,13.11
211996 (Nonfoil),2.51,1.95,1.0,3.09
211996 (Foil),2.97,3.07,2.1,3.98
10787 (Nonfoil),,6.87,5.1,6.87
10787 (Foil),,41.15,39.95,49.95
145485 (Foil),21.75,22.53,20.98,22.88
145485 (Nonfoil),15.35,15.32,12.99,16.85
219022 (Foil),17.0,19.03,16.0,20.98
219022 (Nonfoil),13.13,12.15,10.0,14.98
107844 (Foil),,,,
107844 (Nonfoil),,3.62,1.89,4.0
216346 (Foil),,,,
216346 (Nonfoil),29.98,24.32,20.75,29.85
167794 (Foil),89.88,95.22,86.99,96.1
167794 (Nonfoil),15.45,14.79,10.0,16.29
135014 (Nonfoil),19.45,14.95,10.97,13.46
135014 (Foil),,21.97,22.0,24.99
170962 (Foil),,,,
170962 (Nonfoil),14.31,13.65,9.0,13.58
206651 (Foil),4.0,3.49,2.29,3.81
206651 (Nonfoil),3.61,3.19,0.98,3.0
206712 (Nonfoil),9.49,7.11,4.87,6.8
206712 (Foil),15.87,16.47,14.35,17.46
210726 (Nonfoil),0.7,0.78,0.7,1.75
210726 (Foil),2.46,3.08,2.46,4.38
206652 (Foil),1.66,1.81,1.52,2.75
206652 (Nonfoil),1.57,1.56,0.89,2.0
206694 (Nonfoil),2.75,2.37,1.13,2.86
206694 (Foil),,3.49,2.55,5.0
71042 (Nonfoil),15.86,13.03,11.99,15.92
71042 (Foil),28.35,33.09,28.35,31.15
206814 (Nonfoil),0.49,0.43,0.15,0.71
206814 (Foil),,1.1,0.29,1.25
124603 (Nonfoil),,7.52,5.02,8.81
