tcgplayer_id,directLow,market,low,mid
124603 (Foil),,,,
155691 (Nonfoil),1.43,1.86,1.3,3.69
155691 (Foil),,8.44,7.99,10.99
6231 (Nonfoil),,27.97,17.0,26.58
6231 (Foil),,61.49,91.95,99.97
176841 (Foil),2.63,2.5,1.8,2.93
176841 (Nonfoil),1.16,1.11,0.29,1.51
198777 (Foil),5.22,5.57,4.43,6.29
198777 (Nonfoil),4.26,4.41,3.0,5.09
198778 (Nonfoil),6.98,7.89,6.0,7.89
198778 (Foil),22.48,18.77,20.27,22.0
188706 (Nonfoil),0.38,0.37,0.14,0.5
188706 (Foil),1.69,1.84,0.72,2.72
168634 (Foil),14.52,15.33,13.0,15.32
168634 (Nonfoil),,,,
169156 (Nonfoil),7.68,7.59,6.5,8.24
169156 (Foil),,11.12,9.84,12.67
11714 (Nonfoil),,11.62,6.12,11.34
11714 (Foil),,24.64,33.95,37.06
82893 (Nonfoil),11.99,11.6,8.5,12.99
82893 (Foil),74.96,66.6,43.19,68.98
190992 (Foil),65.23,75.18,64.98,72.65
190992 (Nonfoil),24.75,19.24,19.24,26.96
14353 (Nonfoil),,7.39,5.5,7.99
14353 (Foil),22.53,39.5,25.5,28.25
216361 (Foil),,,,
216361 (Nonfoil),2.89,2.75,1.3,4.06
182957 (Foil),2.16,3.0,1.75,3.49
182957 (Nonfoil),0.6,0.54,0.18,1.21
98377 (Nonfoil),8.99,9.18,6.0,10.35
98377 (Foil),14.77,21.75,14.77,19.52
27214 (Nonfoil),2.4,4.94,1.4,4.47
27214 (Foil),,12.38,9.75,12.87
4031 (Nonfoil),69.99,43.22,46.99,79.89
4031 (Foil),,,,
71883 (Nonfoil),8.46,10.76,7.5,9.95
71883 (Foil),,,,
145288 (Nonfoil),,3.1,2.0,3.28
145288 (Foil),,7.69,7.18,7.91
199219 (Foil),,30.08,25.49,32.9
199219 (Nonfoil),20.4,7.22,5.01,7.69
199556 (Foil),,2.05,1.42,2.66
199556 (Nonfoil),0.48,0.5,0.28,0.87
206642 (Foil),2.65,2.98,1.99,3.5
206642 (Nonfoil),2.49,2.3,1.02,2.25
206643 (Nonfoil),6.49,6.46,4.0,6.49
206643 (Foil),,31.41,35.0,40.0
145503 (Foil),15.74,12.62,10.94,15.48
145503 (Nonfoil),,8.83,7.0,9.45
149245 (Foil),9.95,6.37,4.0,6.35
149245 (Nonfoil),,,,
2001 (Nonfoil),,14.48,10.5,14.72
2001 (Foil),,,,
212061 (Nonfoil),8.22,6.0,5.01,8.01
212061 (Foil),8.71,7.69,5.5,9.0
107867 (Nonfoil),,16.88,15.0,18.0
107867 (Foil),,,,
118457 (Nonfoil),23.0,21.19,18.37,21.49
118457 (Foil),,24.43,26.5,33.05
36395 (Nonfoil),9.94,8.81,5.98,9.08
36395 (Foil),,25.23,20.0,23.1
227324 (Nonfoil),3.5,4.15,3.5,5.29
227324 (Foil),,,,
215343 (Nonfoil),7.49,6.89,4.99,7.5
215343 (Foil),7.88,7.98,6.5,8.72
215344 (Nonfoil),13.98,12.45,9.42,13.26
215344 (Foil),,20.47,18.95,23.78
71855 (Nonfoil),,7.05,5.0,8.13
71855 (Foil),,,,
195017 (Nonfoil),,,,
195017 (Foil),1.44,1.3,0.99,1.76
183312 (Nonfoil),2.98,2.54,1.54,2.75
183312 (Foil),,3.55,3.4,5.62
35432 (Nonfoil),7.29,7.23,5.49,7.23
35432 (Foil),,12.61,10.0,12.48
39429 (Nonfoil),15.36,14.01,10.0,15.99
39429 (Foil),37.68,49.08,35.0,42.7
27075 (Nonfoil),35.49,35.36,23.75,34.46
27075 (Foil),,363.96,319.0,470.93
167651 (Nonfoil),13.68,13.18,11.0,14.99
167651 (Foil),35.84,37.65,30.0,38.0
5315 (Nonfoil),,18.44,16.83,19.99
5315 (Foil),,,,
6809 (Nonfoil),13.29,15.97,11.99,17.24
6809 (Foil),,,,
192782 (Foil),6.05,6.05,3.99,6.9
192782 (Nonfoil),1.99,2.18,1.28,3.32
91110 (Nonfoil),3.0,2.52,1.5,4.06
91110 (Foil),6.91,14.22,4.75,12.69
5814 (Nonfoil),16.59,21.94,14.99,20.45
5814 (Foil),,,,
96501 (Nonfoil),10.98,10.1,7.0,12.17
96501 (Foil),26.99,24.59,23.95,27.78
191057 (Nonfoil),3.45,3.39,2.49,3.95
191057 (Foil),23.63,21.76,21.76,25.93
3378 (Nonfoil),28.98,34.16,30.96,36.17
3378 (Foil),,,,
216178 (Foil),,,,
216178 (Nonfoil),43.19,39.12,37.55,42.91
215558 (Nonfoil),2.41,2.26,0.79,2.95
215558 (Foil),3.73,3.55,2.74,5.49
6301 (Nonfoil),,10.48,7.38,10.58
6301 (Foil),,58.62,43.85,53.19
167709 (Foil),59.65,73.04,59.0,74.97
167709 (Nonfoil),42.04,36.02,33.95,42.67
14877 (Nonfoil),13.47,12.04,9.99,14.34
14877 (Foil),,80.06,62.99,68.95
206936 (Nonfoil),14.8,12.22,9.43,13.25
206936 (Foil),14.96,15.21,11.6,15.54
5531 (Nonfoil),15.96,34.88,22.0,36.47
5531 (Foil),,,,
215543 (Nonfoil),,18.23,15.97,19.99
215543 (Foil),25.0,28.8,22.89,29.93
192617 (Foil),12.22,9.44,9.44,13.43
192617 (Nonfoil),5.1,3.75,1.95,3.84
218291 (Nonfoil),16.0,14.5,12.0,16.63
218291 (Foil),17.5,16.57,14.99,19.16
1412 (Nonfoil),11.43,19.33,14.01,18.99
1412 (Foil),,,,
180830 (Foil),15.32,14.88,12.99,15.0
180830 (Nonfoil),10.88,9.94,7.4,9.77
188701 (Foil),31.88,33.4,30.0,34.47
188701 (Nonfoil),19.01,18.41,15.0,20.73
131912 (Nonfoil),,,,
131912 (Foil),,11.22,8.0,11.45
47385 (Nonfoil),,4.55,3.95,6.22
47385 (Foil),,,,
196561 (Foil),,,,
196561 (Nonfoil),0.95,1.24,0.75,1.72
215622 (Foil),4.45,5.06,3.0,6.39
215622 (Nonfoil),3.78,3.15,2.03,4.09
215623 (Foil),2.62,2.32,1.46,3.79
215623 (Nonfoil),1.99,1.96,0.99,2.97
212072 (Nonfoil),2.16,1.93,0.74,1.99
212072 (Foil),5.19,5.42,4.17,5.46
212073 (Nonfoil),2.43,3.25,2.0,3.5
212073 (Foil),3.9,4.03,2.39,4.09
198394 (Foil),2.5,2.03,0.99,2.75
198394 (Nonfoil),1.83,1.65,0.7,2.27
198564 (Nonfoil),4.0,4.14,3.45,5.15
198564 (Foil),,15.85,14.0,16.99
12003 (Nonfoil),14.22,15.29,12.0,15.52
12003 (Foil),,53.48,49.25,55.0
188506 (Foil),15.5,8.26,6.55,8.19
188506 (Nonfoil),4.86,4.04,2.5,4.29
118463 (Foil),,20.45,26.0,29.92
118463 (Nonfoil),16.49,15.47,12.0,16.99
145267 (Foil),,25.46,22.0,29.9
145267 (Nonfoil),16.53,16.88,13.0,18.27
182962 (Nonfoil),0.19,0.23,0.05,0.52
182962 (Foil),,0.68,0.43,1.27
183213 (Foil),14.99,10.48,8.44,11.9
183213 (Nonfoil),8.2,8.02,3.39,6.66
218737 (Foil),1.89,1.37,1.0,2.24
218737 (Nonfoil),1.3,1.25,0.5,1.3
27135 (Nonfoil),,10.13,5.0,10.13
27135 (Foil),,26.61,22.0,28.81
5355 (Nonfoil),10.93,15.48,10.75,16.79
5355 (Foil),,,,
215550 (Nonfoil),5.8,4.86,3.0,5.5
215550 (Foil),5.94,5.16,4.0,5.94
215594 (Foil),,14.29,12.93,16.49
215594 (Nonfoil),8.75,8.81,5.94,8.83
191589 (Foil),38.5,30.31,25.82,38.5
191589 (Nonfoil),6.99,6.94,5.1,8.0
183313 (Nonfoil),1.25,1.11,0.2,1.25
183313 (Foil),4.15,4.15,2.98,4.6
215535 (Nonfoil),0.75,1.55,0.74,2.26
215535 (Foil),3.07,3.06,1.99,4.21
222721 (Foil),,,,
222721 (Nonfoil),,14.92,14.99,18.39
10365 (Nonfoil),6.21,7.63,4.5,7.55
10365 (Foil),,47.12,37.39,43.0
222727 (Nonfoil),,14.85,13.88,15.95
222727 (Foil),,,,
192638 (Nonfoil),1.81,1.51,0.5,1.59
192638 (Foil),2.99,2.38,1.5,2.78
66371 (Nonfoil),10.54,10.17,7.49,10.79
66371 (Foil),,,,
198578 (Nonfoil),0.11,0.14,0.09,0.38
198578 (Foil),0.57,0.57,0.2,0.97
218841 (Foil),10.69,11.3,9.75,14.69
218841 (Nonfoil),8.0,7.12,6.43,9.49
12106 (Nonfoil),20.89,22.73,17.0,22.53
12106 (Foil),,36.28,66.49,67.78
215963 (Foil),,,,
215963 (Nonfoil),,8.65,7.5,10.0
192631 (Foil),1.15,1.9,1.03,2.09
192631 (Nonfoil),0.19,0.21,0.15,0.48
151646 (Nonfoil),,,,
151646 (Foil),,12.65,8.2,13.41
188415 (Nonfoil),4.5,4.26,3.23,4.95
188415 (Foil),7.98,7.64,4.3,7.92
218333 (Nonfoil),12.28,12.05,7.25,14.0
218333 (Foil),14.72,13.04,11.95,15.23
176425 (Nonfoil),0.24,0.51,0.17,1.0
176425 (Foil),1.52,2.39,1.5,2.61
71034 (Nonfoil),6.0,5.61,4.25,7.28
71034 (Foil),,14.05,8.94,12.99
206695 (Nonfoil),3.37,2.76,1.7,3.36
206695 (Foil),,3.1,2.31,3.99
206696 (Nonfoil),3.0,2.7,1.83,3.57
206696 (Foil),5.2,5.33,3.99,6.17
206801 (Nonfoil),2.27,2.21,1.25,2.38
206801 (Foil),,7.32,6.74,8.7
207021 (Foil),17.9,17.8,14.99,18.29
207021 (Nonfoil),17.1,15.43,12.99,16.35
207060 (Nonfoil),,23.52,21.79,27.57
207060 (Foil),,84.7,83.01,87.55
34408 (Nonfoil),,34.0,30.99,35.05
34408 (Foil),,40.13,55.29,73.71
198710 (Foil),1.88,2.06,1.76,3.99
198710 (Nonfoil),1.14,1.27,0.67,1.99
198989 (Nonfoil),5.94,4.78,3.33,6.0
198989 (Foil),25.99,26.8,23.0,29.63
216095 (Foil),,,,
216095 (Nonfoil),,29.2,30.0,34.08
56324 (Nonfoil),28.24,21.51,18.88,25.19
56324 (Foil),,34.24,23.0,37.45
176907 (Foil),,2.86,1.77,3.27
176907 (Nonfoil),1.13,1.3,0.4,1.75
222460 (Foil),,,,
222460 (Nonfoil),,26.71,28.49,31.71
145289 (Nonfoil),7.83,7.88,5.9,8.44
145289 (Foil),,11.43,11.01,15.72
59719 (Nonfoil),,18.04,15.04,18.79
59719 (Foil),,31.11,21.85,31.46
18746 (Nonfoil),18.78,20.82,18.0,22.22
18746 (Foil),,49.85,46.69,56.27
198763 (Nonfoil),12.39,12.31,9.64,14.3
198763 (Foil),,15.08,11.0,15.35
198990 (Nonfoil),23.91,19.51,18.49,23.03
198990 (Foil),,58.2,54.92,58.55
199418 (Nonfoil),6.3,7.06,4.49,6.96
199418 (Foil),14.17,15.13,13.95,16.99
130059 (Foil),19.25,19.27,8.69,20.0
130059 (Nonfoil),9.9,10.45,6.21,11.45
6234 (Nonfoil),24.0,35.36,23.96,39.99
6234 (Foil),173.95,165.35,188.0,251.98
168720 (Nonfoil),18.0,17.37,14.98,19.99
168720 (Foil),40.94,28.62,29.6,40.94
215696 (Foil),3.24,3.3,2.44,4.45
215696 (Nonfoil),1.45,1.43,0.55,2.25
167825 (Foil),24.99,21.7,19.99,25.3
167825 (Nonfoil),8.99,7.11,7.11,9.5
216177 (Nonfoil),14.49,14.33,13.66,15.82
216177 (Foil),,,,
206133 (Nonfoil),1.23,0.82,0.09,1.08
206133 (Foil),1.25,1.15,0.6,1.63
206222 (Foil),7.18,7.33,7.0,8.68
206222 (Nonfoil),2.94,2.46,1.7,3.0
192788 (Nonfoil),2.06,2.04,0.75,2.01
192788 (Foil),3.99,3.83,1.94,3.79
132167 (Nonfoil),,12.02,8.3,12.37
132167 (Foil),,,,
124142 (Foil),,,,
124142 (Nonfoil),11.35,11.79,9.0,12.23
161497 (Nonfoil),8.94,10.29,7.5,11.7
161497 (Foil),,16.61,14.79,17.47
71045 (Nonfoil),3.58,3.83,2.39,5.4
71045 (Foil),6.99,10.38,6.41,10.22
118417 (Nonfoil),56.48,53.09,49.0,57.89
118417 (Foil),,87.44,73.42,94.95
132179 (Nonfoil),,10.41,9.49,11.34
132179 (Foil),,,,
128661 (Foil),,56.72,49.99,60.0
128661 (Nonfoil),35.99,30.97,29.99,38.97
199361 (Nonfoil),28.51,27.45,24.99,28.0
199361 (Foil),32.42,30.18,29.99,34.99
199506 (Foil),132.01,117.47,111.29,145.63
199506 (Nonfoil),49.99,37.36,35.32,41.19
94116 (Nonfoil),,20.04,19.0,22.04
94116 (Foil),,,,
212031 (Foil),1.79,1.79,1.31,3.0
212031 (Nonfoil),2.32,1.59,0.9,2.19
11451 (Nonfoil),,20.2,16.99,21.98
11451 (Foil),,51.72,41.88,74.17
139791 (Foil),,,,
139791 (Nonfoil),,13.04,10.57,13.34
39595 (Nonfoil),10.32,9.22,7.0,9.63
39595 (Foil),,41.84,28.74,33.55
190997 (Foil),17.0,19.35,17.0,20.37
190997 (Nonfoil),5.39,5.31,2.94,8.46
218466 (Foil),7.49,7.22,6.0,9.48
218466 (Nonfoil),6.35,6.35,4.75,7.0
192698 (Nonfoil),3.42,3.55,2.5,5.0
192698 (Foil),,8.1,6.04,9.79
187210 (Nonfoil),1.8,1.83,0.59,1.85
187210 (Foil),3.34,3.46,2.11,3.75
211993 (Nonfoil),7.41,6.82,2.75,7.59
211993 (Foil),6.99,6.94,5.5,8.85
211994 (Foil),23.09,23.72,20.31,24.72
211994 (Nonfoil),8.49,7.0,5.29,8.74
192602 (Nonfoil),3.0,2.33,0.99,2.93
192602 (Foil),,4.27,2.78,4.67
145531 (Foil),,43.77,34.07,44.0
145531 (Nonfoil),,27.97,25.48,30.01
155797 (Foil),,15.04,17.25,19.99
155797 (Nonfoil),13.71,12.67,10.0,13.41
198764 (Foil),0.24,0.31,0.2,0.75
198764 (Nonfoil),0.19,0.25,0.1,0.46
5300 (Nonfoil),26.67,29.46,22.99,29.23
5300 (Foil),,,,
199296 (Nonfoil),2.68,2.54,1.89,2.73
199296 (Foil),4.21,5.58,3.99,6.08
66457 (Nonfoil),4.87,4.71,3.14,5.49
66457 (Foil),,17.89,12.0,17.54
182492 (Nonfoil),0.54,0.61,0.25,1.21
182492 (Foil),1.24,2.43,1.0,2.89
82189 (Nonfoil),10.45,11.21,9.0,11.77
82189 (Foil),,16.45,11.49,17.51
198425 (Foil),1.18,1.2,0.96,1.98
198425 (Nonfoil),,1.52,0.76,2.05
161521 (Foil),,51.8,44.98,52.2
161521 (Nonfoil),9.0,6.56,4.75,8.06
206007 (Nonfoil),3.94,3.28,2.25,4.49
206007 (Foil),,3.63,3.27,5.38
206009 (Nonfoil),3.8,3.88,2.49,4.9
206009 (Foil),,6.56,5.45,7.97
206189 (Nonfoil),1.1,1.11,0.79,1.46
206189 (Foil),1.64,1.37,0.95,1.99
175575 (Nonfoil),11.39,10.71,9.2,12.18
175575 (Foil),,25.28,23.75,28.48
82233 (Nonfoil),7.1,6.82,5.65,8.78
82233 (Foil),,45.09,33.43,38.65
208041 (Nonfoil),,1.76,1.13,2.63
208041 (Foil),3.49,3.02,1.58,3.0
214833 (Nonfoil),14.99,12.88,10.36,14.99
214833 (Foil),15.99,17.2,13.92,18.06
7428 (Nonfoil),,10.15,7.48,10.99
7428 (Foil),,86.85,101.44,149.0
176688 (Nonfoil),2.07,1.64,0.75,1.91
176688 (Foil),,4.21,2.99,4.5
182230 (Foil),,4.39,4.02,4.8
182230 (Nonfoil),3.11,2.96,1.19,2.96
218375 (Foil),7.0,7.03,4.2,8.06
218375 (Nonfoil),5.59,5.14,2.5,4.98
212038 (Foil),2.08,2.18,1.15,2.48
212038 (Nonfoil),1.9,1.62,0.37,2.14
212039 (Nonfoil),2.0,2.17,0.6,3.28
212039 (Foil),,12.64,8.99,14.58
212040 (Foil),17.48,18.71,15.5,21.81
212040 (Nonfoil),12.78,12.59,8.51,13.16
206896 (Foil),3.13,2.99,2.0,3.79
206896 (Nonfoil),2.14,1.65,0.73,2.31
206898 (Foil),1.93,2.5,1.48,2.99
206898 (Nonfoil),1.86,1.66,0.48,2.0
7449 (Nonfoil),11.99,13.05,10.99,14.0
7449 (Foil),,77.32,65.75,84.19
188643 (Foil),4.56,3.97,3.0,4.02
188643 (Nonfoil),2.05,1.85,0.8,1.87
176826 (Nonfoil),1.29,0.98,0.28,1.3
176826 (Foil),6.85,5.29,3.7,5.49
212116 (Foil),2.06,2.09,1.15,3.49
212116 (Nonfoil),1.42,1.68,0.75,1.99
212249 (Foil),9.86,10.66,9.4,11.43
212249 (Nonfoil),4.42,4.39,2.0,4.5
92297 (Nonfoil),,,,
92297 (Foil),5.36,5.26,3.38,6.5
194914 (Nonfoil),3.0,2.46,1.42,3.28
194914 (Foil),2.76,2.62,1.78,2.99
183354 (Nonfoil),0.65,0.56,0.15,1.0
183354 (Foil),2.73,2.88,2.6,3.45
118426 (Nonfoil),,20.59,15.0,22.39
118426 (Foil),,37.32,33.49,41.43
199024 (Nonfoil),0.5,0.48,0.1,0.59
199024 (Foil),0.94,0.7,0.28,1.05
199251 (Foil),5.39,5.94,5.0,7.01
199251 (Nonfoil),2.75,1.87,1.18,2.61
121531 (Nonfoil),,12.82,9.57,12.9
121531 (Foil),,27.21,23.0,29.44
176417 (Nonfoil),0.09,0.09,0.04,0.4
176417 (Foil),1.91,2.19,1.39,2.19
182826 (Foil),3.12,4.04,1.94,4.04
182826 (Nonfoil),0.5,0.6,0.19,1.11
188393 (Nonfoil),1.04,0.99,0.19,1.18
188393 (Foil),1.96,2.1,0.99,2.61
183182 (Nonfoil),1.36,1.49,0.43,1.56
183182 (Foil),,2.72,2.32,3.5
183308 (Foil),0.57,0.71,0.23,1.62
183308 (Nonfoil),,,,
198873 (Nonfoil),0.33,0.31,0.1,0.48
198873 (Foil),0.44,0.44,0.25,0.92
183309 (Nonfoil),,,,
183309 (Foil),,0.91,0.54,1.79
182950 (Foil),2.85,2.84,1.85,3.41
182950 (Nonfoil),0.86,0.96,0.45,1.48
31722 (Nonfoil),7.53,10.19,6.76,10.3
31722 (Foil),,39.99,27.99,40.95
96507 (Nonfoil),6.72,7.13,4.96,7.32
96507 (Foil),19.74,14.32,9.95,15.73
96467 (Nonfoil),28.99,16.6,12.0,15.94
96467 (Foil),,28.12,21.17,22.92
96503 (Nonfoil),1.78,2.18,1.0,2.5
96503 (Foil),12.3,20.12,13.0,18.49
207050 (Foil),1.02,1.35,0.57,1.55
207050 (Nonfoil),0.52,0.44,0.1,0.98
207062 (Nonfoil),,2.14,0.99,2.84
207062 (Foil),6.08,9.15,6.08,10.05
139811 (Foil),23.73,21.89,21.72,24.6
139811 (Nonfoil),,,,
212550 (Nonfoil),5.21,4.11,2.89,4.2
212550 (Foil),15.49,12.51,9.5,14.11
212551 (Nonfoil),2.07,2.11,0.77,1.99
212551 (Foil),2.4,2.53,1.25,2.43
155632 (Nonfoil),23.61,21.98,15.0,21.98
155632 (Foil),43.98,42.0,43.22,46.79
182410 (Nonfoil),0.75,0.68,0.18,0.9
182410 (Foil),1.99,1.73,0.98,2.08
212598 (Nonfoil),0.74,1.28,0.39,1.5
212598 (Foil),3.23,3.69,2.75,4.94
176440 (Foil),4.78,4.93,3.15,4.96
176440 (Nonfoil),2.25,1.9,1.4,2.54
107839 (Nonfoil),19.52,12.33,7.8,12.06
107839 (Foil),,,,
199026 (Nonfoil),2.49,2.33,0.99,2.48
199026 (Foil),3.42,2.61,2.3,3.7
199028 (Nonfoil),7.6,6.58,4.5,7.19
199028 (Foil),29.32,29.92,23.77,34.01
188323 (Nonfoil),0.8,0.81,0.15,1.1
188323 (Foil),4.27,4.19,3.0,4.61
212077 (Nonfoil),8.99,7.5,5.0,9.86
212077 (Foil),10.94,10.14,7.93,11.04
91107 (Nonfoil),,10.42,6.68,10.45
91107 (Foil),30.0,19.52,12.0,17.71
198413 (Foil),17.86,18.43,14.75,18.15
198413 (Nonfoil),6.33,6.32,3.5,7.0
198500 (Foil),,3.31,2.36,4.0
198500 (Nonfoil),2.2,2.27,1.0,2.78
212121 (Foil),3.93,4.38,3.49,5.49
212121 (Nonfoil),3.46,3.94,2.78,4.19
212250 (Nonfoil),7.69,7.07,5.29,7.49
212250 (Foil),18.17,18.18,15.0,19.11
212787 (Foil),,7.59,6.53,8.1
212787 (Nonfoil),4.73,4.58,2.16,3.9
142030 (Nonfoil),9.25,9.64,7.77,10.0
142030 (Foil),,37.16,24.49,37.39
27686 (Nonfoil),,12.74,10.0,12.99
27686 (Foil),,20.44,19.65,25.0
13871 (Nonfoil),20.51,21.35,20.0,22.74
13871 (Foil),51.99,59.36,50.39,58.59
120262 (Foil),11.96,14.37,7.0,15.99
120262 (Nonfoil),4.86,4.0,1.82,5.69
182363 (Nonfoil),0.5,0.46,0.16,0.94
182363 (Foil),,2.0,1.3,2.21
212018 (Nonfoil),1.47,1.33,0.5,1.5
212018 (Foil),,3.2,2.68,5.3
212020 (Nonfoil),0.39,0.35,0.16,0.58
212020 (Foil),,0.42,0.23,1.04
212253 (Nonfoil),4.15,4.27,2.99,5.0
212253 (Foil),5.98,5.78,1.5,7.45
182840 (Foil),,25.1,20.84,25.05
182840 (Nonfoil),13.98,11.47,6.5,13.99
212000 (Foil),1.42,1.47,0.78,2.45
212000 (Nonfoil),1.68,1.37,0.49,1.76
212001 (Foil),7.48,8.71,5.22,10.65
212001 (Nonfoil),1.79,1.66,0.58,2.0
212004 (Nonfoil),36.9,32.31,26.31,36.9
212004 (Foil),52.48,53.43,44.95,56.81
214837 (Foil),14.39,13.43,11.92,15.47
214837 (Nonfoil),10.9,10.35,8.0,11.27
192552 (Nonfoil),1.99,1.78,0.92,1.9
192552 (Foil),,5.49,4.13,6.89
212630 (Nonfoil),2.5,2.33,1.05,2.5
212630 (Foil),,3.75,3.0,5.49
46925 (Nonfoil),17.2,18.01,14.69,18.04
46925 (Foil),,,,
107871 (Nonfoil),19.98,20.35,14.97,21.95
107871 (Foil),,,,
121429 (Foil),,,,
121429 (Nonfoil),13.49,10.98,8.75,11.02
182951 (Nonfoil),2.88,2.88,2.19,4.0
182951 (Foil),,7.75,6.37,8.97
183178 (Foil),,2.48,1.0,3.0
183178 (Nonfoil),0.78,0.68,0.2,0.99
192696 (Nonfoil),1.41,1.37,0.75,2.25
192696 (Foil),,5.04,2.95,5.72
212623 (Nonfoil),5.23,4.83,3.99,5.99
212623 (Foil),6.6,6.04,5.27,8.0
206458 (Foil),9.92,11.8,8.5,10.69
206458 (Nonfoil),8.81,8.12,6.51,9.0
206459 (Nonfoil),7.46,7.74,6.25,8.58
206459 (Foil),15.3,14.63,12.3,15.0
176677 (Foil),3.49,4.57,3.0,4.89
176677 (Nonfoil),1.84,1.76,0.75,2.14
96518 (Nonfoil),4.93,5.37,3.82,7.35
96518 (Foil),26.22,29.56,24.0,29.76
198424 (Foil),5.15,5.17,3.88,5.93
198424 (Nonfoil),5.68,5.53,3.99,6.25
206855 (Nonfoil),20.51,18.16,14.81,18.99
206855 (Foil),23.0,22.58,20.99,23.49
206950 (Nonfoil),,28.91,24.0,29.0
206950 (Foil),,87.81,89.0,100.0
82204 (Nonfoil),5.32,3.73,2.75,6.34
82204 (Foil),,29.3,21.95,29.97
206654 (Nonfoil),2.31,2.31,0.85,2.59
206654 (Foil),6.91,6.32,4.3,7.26
192539 (Foil),,8.07,8.07,9.53
192539 (Nonfoil),3.25,2.78,1.25,2.78
176575 (Foil),,7.07,3.35,6.89
176575 (Nonfoil),1.76,1.68,0.86,2.21
31762 (Nonfoil),8.5,9.5,7.75,9.5
31762 (Foil),,9.57,8.67,11.35
212282 (Nonfoil),4.28,4.56,2.49,5.09
212282 (Foil),,5.85,4.45,6.5
212283 (Nonfoil),9.68,11.34,8.49,11.22
212283 (Foil),64.95,48.3,29.49,55.54
176424 (Foil),3.99,4.85,3.0,5.1
176424 (Nonfoil),1.71,1.92,0.93,2.14
107842 (Nonfoil),,4.94,4.2,6.09
107842 (Foil),,,,
139990 (Foil),,,,
139990 (Nonfoil),21.95,20.49,16.01,21.98
139787 (Nonfoil),,,,
139787 (Foil),18.71,16.13,12.0,16.72
176839 (Foil),12.74,6.33,6.05,7.0
176839 (Nonfoil),1.68,1.88,0.53,1.87
162139 (Nonfoil),8.66,7.02,4.5,9.27
162139 (Foil),22.78,34.01,21.75,32.0
212595 (Foil),2.85,2.94,2.24,3.59
212595 (Nonfoil),2.29,1.97,1.0,2.94
212635 (Foil),12.35,12.2,9.22,12.37
212635 (Nonfoil),2.45,1.84,1.4,3.6
212074 (Nonfoil),3.74,3.16,1.47,3.47
212074 (Foil),,3.49,2.73,4.1
212075 (Foil),16.75,16.53,13.55,17.08
212075 (Nonfoil),3.1,3.01,1.75,3.86
212076 (Nonfoil),19.99,18.33,15.99,19.83
212076 (Foil),19.94,24.5,19.94,31.41
188630 (Foil),14.19,14.18,12.9,15.78
188630 (Nonfoil),8.28,6.7,4.27,8.91
168740 (Nonfoil),23.99,22.19,18.04,23.52
168740 (Foil),,83.78,83.96,98.85
188514 (Nonfoil),2.53,2.33,0.99,3.22
188514 (Foil),,16.75,14.99,16.85
175582 (Nonfoil),1.3,1.41,0.49,1.86
175582 (Foil),6.97,11.06,6.5,11.06
212638 (Foil),,5.03,4.0,7.27
212638 (Nonfoil),1.93,1.61,0.65,1.75
139797 (Nonfoil),,,,
139797 (Foil),5.28,4.44,3.25,5.0
198721 (Nonfoil),,1.67,0.77,1.94
198721 (Foil),,1.46,0.5,2.05
198356 (Foil),,24.84,23.74,29.09
198356 (Nonfoil),18.91,17.0,14.0,19.17
198357 (Foil),130.99,111.78,120.19,154.5
198357 (Nonfoil),24.99,26.75,24.99,29.32
192611 (Nonfoil),14.0,14.53,11.15,14.95
192611 (Foil),,23.08,16.66,23.35
222372 (Nonfoil),0.4,0.44,0.25,1.3
222372 (Foil),,,,
198849 (Nonfoil),2.69,2.14,0.98,2.15
198849 (Foil),3.42,3.05,1.99,3.05
78965 (Nonfoil),13.01,8.59,6.0,8.84
78965 (Foil),,24.7,16.0,22.74
206691 (Nonfoil),2.61,1.82,0.78,2.37
206691 (Foil),,2.47,1.11,3.0
206798 (Nonfoil),7.42,7.42,4.83,7.88
206798 (Foil),19.99,20.07,19.85,20.91
182997 (Foil),12.89,11.91,11.15,14.66
182997 (Nonfoil),2.99,2.51,1.51,3.06
177436 (Foil),,,,
177436 (Nonfoil),14.02,13.25,10.25,12.75
121434 (Nonfoil),6.46,7.33,4.0,8.28
121434 (Foil),,154.35,122.57,158.75
215739 (Foil),,5.84,5.18,6.99
215739 (Nonfoil),12.0,6.85,1.99,3.82
48156 (Nonfoil),,,,
48156 (Foil),,7.46,5.7,7.75
182964 (Nonfoil),0.85,0.78,0.2,0.99
182964 (Foil),,2.94,1.78,3.99
175567 (Foil),1.28,1.07,0.46,1.45
175567 (Nonfoil),,,,
175199 (Foil),,3.21,2.5,3.56
175199 (Nonfoil),0.92,1.04,0.48,1.49
188346 (Foil),2.39,2.73,2.0,3.01
188346 (Nonfoil),1.37,1.28,0.18,1.35
124140 (Nonfoil),,,,
124140 (Foil),,17.75,12.45,18.05
218325 (Nonfoil),2.69,2.25,1.24,3.04
218325 (Foil),5.88,6.78,4.0,7.38
212132 (Nonfoil),2.53,3.36,1.85,3.75
212132 (Foil),4.29,3.75,2.75,4.51
212252 (Foil),18.68,24.27,13.5,25.0
212252 (Nonfoil),6.31,5.89,4.37,6.46
219581 (Nonfoil),6.48,6.13,4.69,7.47
219581 (Foil),11.19,12.11,10.15,13.24
188313 (Nonfoil),2.29,2.12,0.75,2.3
188313 (Foil),2.54,6.15,2.42,5.0
