TCGPlayerID,Foil
47629,FALSE
47629,FALSE
218606,FALSE
212029,FALSE
98768,FALSE
7357,FALSE
12524,FALSE
125496,FALSE
18779,FALSE
212223,FALSE
212540,FALSE
145370,FALSE
215541,FALSE
212133,FALSE
212134,FALSE
121906,FALSE
121906,FALSE
52206,FALSE
188468,FALSE
167811,FALSE
215741,FALSE
10741,FALSE
58290,FALSE
215355,FALSE
215361,FALSE
91642,FALSE
179458,FALSE
128487,FALSE
36982,TRUE
206757,FALSE
206758,FALSE
70991,FALSE
207065,FALSE
206926,FALSE
206928,FALSE
199031,FALSE
114875,FALSE
206830,FALSE
9383,FALSE
149293,FALSE
34785,FALSE
34785,FALSE
71874,FALSE
190836,FALSE
161432,FALSE
1605,FALSE
212055,FALSE
218939,FALSE
167637,FALSE
6139,FALSE
198909,FALSE
198982,FALSE
14853,FALSE
98597,FALSE
98597,FALSE
139900,FALSE
33265,FALSE
145411,FALSE
151635,TRUE
15428,FALSE
187187,FALSE
35408,FALSE
192630,FALSE
120116,FALSE
120116,FALSE
6481,FALSE
6481,FALSE
10539,FALSE
222484,FALSE
94301,FALSE
128220,FALSE
128220,FALSE
218385,FALSE
212221,FALSE
218843,FALSE
179462,FALSE
167787,FALSE
82278,FALSE
82278,FALSE
176588,FALSE
2528,FALSE
192519,FALSE
187119,FALSE
118430,FALSE
118430,FALSE
206644,FALSE
206645,FALSE
71086,FALSE
206847,FALSE
216047,FALSE
14722,FALSE
188702,FALSE
216212,FALSE
188488,FALSE
12680,FALSE
94307,FALSE
206949,FALSE
113263,FALSE
215342,FALSE
128475,FALSE
183034,FALSE
13882,FALSE
59562,FALSE
110836,FALSE
215936,FALSE
140146,FALSE
192642,FALSE
145283,FALSE
196427,FALSE
192565,FALSE
192544,FALSE
59812,FALSE
128581,FALSE
35582,FALSE
187117,FALSE
96603,FALSE
120266,FALSE
120266,FALSE
215354,FALSE
215357,FALSE
14281,FALSE
7821,FALSE
12088,FALSE
215523,FALSE
215523,FALSE
215524,FALSE
176429,FALSE
57666,FALSE
198749,FALSE
198818,FALSE
212241,FALSE
5890,FALSE
145298,FALSE
98651,FALSE
14306,FALSE
207055,FALSE
207059,FALSE
167821,FALSE
167821,FALSE
71878,FALSE
3014,FALSE
36379,FALSE
10562,FALSE
11112,FALSE
161537,FALSE
161537,FALSE
18743,FALSE
183311,FALSE
198372,FALSE
198584,FALSE
135056,FALSE
215960,FALSE
4386,FALSE
114839,FALSE
216135,FALSE
216135,FALSE
176681,FALSE
192593,FALSE
192521,FALSE
216249,FALSE
216249,FALSE
96362,FALSE
218382,FALSE
46924,FALSE
46924,FALSE
192589,FALSE
192693,TRUE
182958,FALSE
68364,FALSE
98646,FALSE
9439,FALSE
199279,FALSE
199280,FALSE
188632,FALSE
70993,FALSE
135074,FALSE
219532,FALSE
155783,FALSE
155783,FALSE
121182,TRUE
226134,FALSE
226134,FALSE
192644,FALSE
215494,FALSE
212022,FALSE
198745,FALSE
198984,FALSE
215974,FALSE
206627,FALSE
10520,FALSE
10520,FALSE
218938,FALSE
191131,FALSE
7118,FALSE
149294,FALSE
176685,FALSE
52208,FALSE
226866,FALSE
218848,FALSE
199035,FALSE
199232,FALSE
14011,FALSE
215730,FALSE
192514,FALSE
9457,FALSE
33276,FALSE
192220,FALSE
192222,FALSE
215484,FALSE
215542,FALSE
210724,FALSE
129819,FALSE
215619,FALSE
212191,FALSE
284,FALSE
3843,FALSE
139822,FALSE
196486,FALSE
215495,FALSE
192821,FALSE
187242,FALSE
82203,FALSE
183060,FALSE
198755,FALSE
198816,FALSE
212060,FALSE
176834,FALSE
198973,FALSE
198986,FALSE
215319,FALSE
215620,FALSE
188509,FALSE
199255,FALSE
199258,FALSE
118415,FALSE
118415,FALSE
190867,FALSE
218846,FALSE
218846,FALSE
6889,FALSE
5849,FALSE
3528,FALSE
121626,FALSE
67318,FALSE
67318,FALSE
188414,FALSE
219546,FALSE
219546,FALSE
199245,FALSE
145482,FALSE
145482,FALSE
18687,FALSE
59784,FALSE
175192,FALSE
211995,FALSE
211996,FALSE
10787,FALSE
145485,FALSE
219022,FALSE
107844,FALSE
216346,FALSE
167794,FALSE
167794,FALSE
135014,FALSE
170962,FALSE
206651,FALSE
206712,FALSE
210726,FALSE
206652,FALSE
206694,FALSE
71042,FALSE
206814,FALSE
124603,FALSE
155691,FALSE
6231,FALSE
176841,FALSE
198777,FALSE
198778,FALSE
188706,FALSE
168634,TRUE
169156,FALSE
11714,FALSE
82893,FALSE
190992,FALSE
190992,FALSE
14353,FALSE
216361,FALSE
182957,FALSE
98377,FALSE
27214,FALSE
4031,FALSE
71883,FALSE
145288,FALSE
199219,FALSE
199556,FALSE
206642,FALSE
206643,FALSE
145503,FALSE
149245,TRUE
2001,FALSE
212061,FALSE
107867,FALSE
118457,FALSE
36395,FALSE
36395,FALSE
227324,FALSE
215343,FALSE
215344,FALSE
71855,FALSE
195017,TRUE
183312,FALSE
35432,FALSE
39429,FALSE
27075,FALSE
167651,FALSE
5315,FALSE
5315,FALSE
6809,FALSE
192782,FALSE
91110,FALSE
5814,FALSE
96501,FALSE
191057,FALSE
3378,FALSE
216178,FALSE
215558,FALSE
6301,FALSE
167709,FALSE
14877,FALSE
14877,FALSE
206936,FALSE
5531,FALSE
215543,FALSE
192617,FALSE
218291,FALSE
1412,FALSE
180830,FALSE
188701,FALSE
131912,TRUE
47385,FALSE
196561,FALSE
215622,FALSE
215623,FALSE
215623,FALSE
212072,FALSE
212073,FALSE
198394,FALSE
198564,FALSE
12003,FALSE
188506,FALSE
118463,FALSE
118463,FALSE
145267,FALSE
182962,FALSE
183213,FALSE
218737,FALSE
27135,FALSE
5355,FALSE
215550,FALSE
215550,FALSE
215594,FALSE
191589,FALSE
183313,FALSE
215535,FALSE
222721,FALSE
222721,FALSE
10365,FALSE
222727,FALSE
192638,FALSE
66371,FALSE
198578,FALSE
218841,FALSE
12106,FALSE
215963,FALSE
192631,FALSE
151646,TRUE
188415,FALSE
218333,FALSE
218333,FALSE
176425,FALSE
71034,FALSE
71034,FALSE
206695,FALSE
206696,FALSE
206801,FALSE
207021,FALSE
207060,FALSE
34408,FALSE
198710,FALSE
198989,FALSE
216095,FALSE
216095,FALSE
56324,FALSE
176907,FALSE
222460,FALSE
145289,FALSE
145289,FALSE
59719,FALSE
18746,FALSE
198763,FALSE
198990,FALSE
199418,FALSE
130059,FALSE
6234,FALSE
168720,FALSE
215696,FALSE
167825,FALSE
167825,FALSE
216177,FALSE
206133,FALSE
206222,FALSE
192788,FALSE
132167,FALSE
124142,FALSE
161497,FALSE
161497,FALSE
71045,FALSE
118417,FALSE
118417,FALSE
132179,FALSE
128661,FALSE
199361,FALSE
199506,FALSE
94116,FALSE
212031,FALSE
11451,FALSE
139791,FALSE
39595,FALSE
190997,FALSE
218466,FALSE
192698,FALSE
187210,FALSE
211993,FALSE
211994,FALSE
192602,FALSE
145531,FALSE
145531,FALSE
155797,FALSE
198764,FALSE
5300,FALSE
199296,FALSE
66457,FALSE
182492,FALSE
82189,FALSE
198425,FALSE
161521,FALSE
206007,FALSE
206009,FALSE
206189,FALSE
175575,FALSE
82233,FALSE
208041,FALSE
214833,FALSE
7428,FALSE
176688,FALSE
182230,FALSE
218375,FALSE
212038,FALSE
212039,FALSE
212040,FALSE
206896,FALSE
206898,FALSE
7449,FALSE
188643,FALSE
176826,FALSE
212116,FALSE
212249,FALSE
92297,TRUE
194914,FALSE
183354,FALSE
118426,FALSE
199024,FALSE
199251,FALSE
121531,FALSE
176417,FALSE
182826,FALSE
188393,FALSE
183182,FALSE
183308,TRUE
198873,FALSE
183309,TRUE
182950,FALSE
31722,FALSE
96507,FALSE
96467,FALSE
96467,FALSE
96503,FALSE
207050,FALSE
207062,FALSE
139811,TRUE
212550,FALSE
212551,FALSE
155632,FALSE
182410,FALSE
212598,FALSE
176440,FALSE
107839,FALSE
199026,FALSE
199028,FALSE
188323,FALSE
212077,FALSE
91107,FALSE
198413,FALSE
198500,FALSE
212121,FALSE
212250,FALSE
212787,FALSE
142030,FALSE
27686,FALSE
13871,FALSE
120262,FALSE
182363,FALSE
212018,FALSE
212020,FALSE
212253,FALSE
182840,FALSE
212000,FALSE
212001,FALSE
212004,FALSE
214837,FALSE
214837,FALSE
192552,FALSE
212630,FALSE
46925,FALSE
107871,FALSE
121429,FALSE
182951,FALSE
183178,FALSE
192696,FALSE
212623,FALSE
206458,FALSE
206459,FALSE
176677,FALSE
96518,FALSE
198424,FALSE
206855,FALSE
206950,FALSE
82204,FALSE
206654,FALSE
192539,FALSE
176575,FALSE
31762,FALSE
212282,FALSE
212283,FALSE
176424,FALSE
107842,FALSE
139990,FALSE
139990,FALSE
139787,TRUE
176839,FALSE
162139,FALSE
212595,FALSE
212635,FALSE
212074,FALSE
212075,FALSE
212076,FALSE
188630,FALSE
188630,FALSE
168740,FALSE
188514,FALSE
175582,FALSE
212638,FALSE
139797,TRUE
198721,FALSE
198356,FALSE
198357,FALSE
192611,FALSE
222372,FALSE
198849,FALSE
78965,FALSE
206691,FALSE
206798,FALSE
182997,FALSE
177436,FALSE
121434,FALSE
215739,FALSE
48156,TRUE
182964,FALSE
175567,TRUE
175199,FALSE
188346,FALSE
124140,TRUE
218325,FALSE
212132,FALSE
212252,FALSE
219581,FALSE
188313,FALSE
212600,FALSE
14342,FALSE
215917,FALSE
218832,FALSE
182956,FALSE
91188,FALSE
10956,FALSE
5412,FALSE
212023,FALSE
212024,FALSE
212027,FALSE
212549,FALSE
212633,FALSE
57619,FALSE
92838,FALSE
187240,FALSE
120286,FALSE
212043,FALSE
5930,FALSE
7677,FALSE
7677,FALSE
66459,FALSE
222376,FALSE
198426,FALSE
188490,FALSE
162150,FALSE
162150,FALSE
187194,FALSE
39066,FALSE
39066,FALSE
187130,TRUE
190877,FALSE
190877,FALSE
116229,FALSE
212208,FALSE
198882,FALSE
198991,FALSE
135094,FALSE
139800,TRUE
176941,FALSE
176779,FALSE
124661,TRUE
176682,FALSE
124011,TRUE
175204,FALSE
176780,FALSE
206836,FALSE
206839,FALSE
212014,FALSE
212015,FALSE
212016,FALSE
58121,TRUE
218923,FALSE
124012,TRUE
218334,FALSE
218334,FALSE
176436,FALSE
175565,TRUE
212793,FALSE
212622,FALSE
212796,FALSE
222649,FALSE
78839,FALSE
192590,FALSE
192590,FALSE
212715,FALSE
212798,FALSE
155735,FALSE
212601,FALSE
212632,FALSE
11608,FALSE
11608,FALSE
122709,FALSE
222414,FALSE
100224,FALSE
98508,FALSE
34328,FALSE
34328,FALSE
5802,FALSE
226694,FALSE
188711,TRUE
188711,TRUE
128569,FALSE
218861,FALSE
107739,FALSE
214839,FALSE
94403,FALSE
161358,FALSE
161358,FALSE
47530,FALSE
175591,FALSE
215498,FALSE
218811,FALSE
14865,FALSE
13230,FALSE
36850,FALSE
15077,FALSE
124129,FALSE
36312,FALSE
15089,FALSE
212058,FALSE
2515,FALSE
39123,FALSE
11256,FALSE
11256,FALSE
180769,FALSE
132026,FALSE
38377,TRUE
38377,TRUE
119260,FALSE
218293,FALSE
218601,FALSE
11306,FALSE
28538,FALSE
28538,FALSE
14241,FALSE
192551,FALSE
57673,FALSE
57673,FALSE
11802,FALSE
139786,FALSE
100305,FALSE
162254,FALSE
216364,FALSE
104234,FALSE
94132,FALSE
218279,FALSE
218279,FALSE
162259,FALSE
188386,FALSE
98506,FALSE
110545,FALSE
11808,FALSE
6931,FALSE
222744,FALSE
5615,FALSE
1839,FALSE
2270,FALSE
6341,FALSE
219004,FALSE
126350,FALSE
6209,FALSE
11324,FALSE
190720,FALSE
162125,FALSE
218602,FALSE
222755,FALSE
167964,FALSE
192786,FALSE
36519,FALSE
6076,FALSE
206648,FALSE
206749,FALSE
122664,FALSE
94425,FALSE
180774,FALSE
5170,FALSE
100270,FALSE
139820,TRUE
170781,FALSE
226839,FALSE
166927,FALSE
94431,FALSE
216206,FALSE
12160,FALSE
206978,FALSE
207064,FALSE
215500,FALSE
198996,FALSE
4410,FALSE
226687,FALSE
5751,FALSE
192636,FALSE
199257,FALSE
219005,FALSE
218926,FALSE
218611,FALSE
219012,FALSE
191049,FALSE
191050,FALSE
191050,FALSE
218275,FALSE
5941,FALSE
91253,FALSE
155586,FALSE
212302,FALSE
212304,FALSE
15653,FALSE
18079,FALSE
226888,FALSE
110905,FALSE
72308,FALSE
222557,FALSE
218573,FALSE
188862,FALSE
215338,FALSE
215338,FALSE
215339,FALSE
215340,FALSE
104285,FALSE
179454,FALSE
179454,FALSE
121181,TRUE
6267,FALSE
83215,FALSE
11768,FALSE
126443,FALSE
126443,FALSE
2003,FALSE
218392,FALSE
218392,FALSE
1,FALSE
1,FALSE
1,FALSE
1,FALSE
66473,FALSE
6898,FALSE
58268,FALSE
166695,FALSE
92302,TRUE
14986,FALSE
12167,FALSE
1938,FALSE
142039,FALSE
12310,FALSE
4480,FALSE
139934,FALSE
11793,FALSE
5576,FALSE
218887,FALSE
67350,FALSE
12075,FALSE
218329,FALSE
5455,FALSE
216591,FALSE
5632,FALSE
39555,FALSE
46952,FALSE
216588,FALSE
198435,FALSE
212002,FALSE
215592,FALSE
212078,FALSE
212631,FALSE
215402,TRUE
180836,FALSE
218277,FALSE
212319,FALSE
218810,FALSE
218464,FALSE
212319,FALSE
218810,FALSE
218464,FALSE
10394,FALSE
9383,FALSE
218939,FALSE
10910,FALSE
214839,FALSE
214835,FALSE
218279,FALSE
11802,FALSE
215598,FALSE
215485,FALSE
215742,FALSE
215499,FALSE
199415,FALSE
27235,FALSE
105007,FALSE
142034,FALSE
11564,FALSE
4167,FALSE
66331,FALSE
121174,TRUE
139792,FALSE
58185,FALSE
10263,FALSE
191343,FALSE
5593,FALSE
14954,FALSE
129778,FALSE
18655,FALSE
6081,FALSE
6792,FALSE
10195,FALSE
6370,FALSE
215681,FALSE
199428,FALSE
192605,FALSE
215546,FALSE
192608,FALSE
192607,FALSE
192609,FALSE
215372,FALSE
215501,FALSE
215503,FALSE
215511,FALSE
215674,FALSE
215551,FALSE
215326,FALSE
215700,FALSE
215450,FALSE
215347,FALSE
215680,FALSE
215711,FALSE
215672,FALSE
215728,FALSE
215538,FALSE
215540,FALSE
215701,FALSE
215582,FALSE
215698,FALSE
215349,FALSE
215368,FALSE
215731,FALSE
215341,FALSE
215693,FALSE
215665,FALSE
215353,FALSE
215648,FALSE
215523,FALSE
215470,FALSE
215373,FALSE
215608,FALSE
215384,FALSE
215657,FALSE
215583,FALSE
215584,FALSE
215603,FALSE
215329,FALSE
215573,FALSE
215449,FALSE
215664,FALSE
215673,FALSE
215571,FALSE
215589,FALSE
215343,FALSE
215477,FALSE
215627,FALSE
215609,FALSE
215616,FALSE
215550,FALSE
215534,FALSE
215456,FALSE
124618,FALSE
215667,FALSE
215671,FALSE
215697,FALSE
215706,FALSE
215443,FALSE
215519,FALSE
215510,FALSE
215362,FALSE
215338,FALSE
1,FALSE
221948,FALSE
221969,FALSE
221858,FALSE
221952,FALSE
222139,FALSE
221850,FALSE
222055,FALSE
221903,FALSE
222124,FALSE
221860,FALSE
222125,FALSE
221800,FALSE
222190,FALSE
221854,FALSE
221921,FALSE
222161,FALSE
222114,FALSE
221449,FALSE
222115,FALSE
222147,FALSE
222183,FALSE
222038,FALSE
221935,FALSE
222014,FALSE
222163,FALSE
221789,FALSE
221786,FALSE
222096,FALSE
222016,FALSE
221895,FALSE
222171,FALSE
222085,FALSE
222137,FALSE
222127,FALSE
221926,FALSE
221907,FALSE
222036,FALSE
222066,FALSE
222062,FALSE
222050,FALSE
222093,FALSE
221958,FALSE
221923,FALSE
222193,FALSE
222030,FALSE
221774,FALSE
222019,FALSE
222122,FALSE
222167,FALSE
221884,FALSE
222026,FALSE
222042,FALSE
222154,FALSE
221778,FALSE
222133,FALSE
222131,FALSE
221897,FALSE
221790,FALSE
222409,FALSE
222107,FALSE
222129,FALSE
221891,FALSE
221777,FALSE
221452,FALSE
221780,FALSE
221779,FALSE
221867,FALSE
222046,FALSE
222196,FALSE
222023,FALSE
221951,FALSE
221868,FALSE
222095,FALSE
222110,FALSE
222180,FALSE
222111,FALSE
221872,FALSE
221817,FALSE
221832,FALSE
221847,FALSE
221959,FALSE
221838,FALSE
221822,FALSE
222199,FALSE
